median house value,median income,housing median age,total rooms,total bedrooms,population,households,latitude,longitude
102000,2.48,43,818,193,494,179,3.7740000000000002e+001,-1.22E+02
86500,2.16,43,1470,371,1230,341,3.7729999999999997e+001,-1.22E+02
90500,1.84,35,504,126,323,109,3.7740000000000002e+001,-1.22E+02
108000,3.03,46,1030,226,749,225,3.7740000000000002e+001,-1.22E+02
84200,2.25,46,769,183,693,178,3.7740000000000002e+001,-1.22E+02
88900,2.25,46,2100,391,1340,354,3.7740000000000002e+001,-1.22E+02
80700,4.05,45,330,76,282,80,3.7750000000000000e+001,-1.22E+02
87100,1.33,46,941,218,621,195,3.7750000000000000e+001,-1.22E+02
85100,1.62,38,992,279,732,259,3.7750000000000000e+001,-1.22E+02
82000,2.17,45,990,261,901,260,3.7750000000000000e+001,-1.22E+02
82800,1.92,36,1130,263,482,150,3.7750000000000000e+001,-1.22E+02
84600,2.07,43,1040,233,652,213,3.7750000000000000e+001,-1.22E+02
82100,1.71,36,1050,214,651,166,3.7750000000000000e+001,-1.22E+02
89300,2.56,33,1280,307,999,286,3.7759999999999998e+001,-1.22E+02
98300,1.98,43,1590,320,907,306,3.7750000000000000e+001,-1.22E+02
92300,2.5,41,1260,271,828,230,3.7750000000000000e+001,-1.22E+02
88800,2.33,44,1220,248,763,254,3.7750000000000000e+001,-1.22E+02
90000,1.44,48,1750,390,935,349,3.7750000000000000e+001,-1.22E+02
95500,2.51,45,2300,514,1440,484,3.7759999999999998e+001,-1.22E+02
91700,1.56,38,2460,624,1520,482,3.7750000000000000e+001,-1.22E+02
100000,3.16,47,998,211,597,185,3.7750000000000000e+001,-1.22E+02
94800,1.84,40,1690,343,949,342,3.7759999999999998e+001,-1.22E+02
164000,4.67,46,1830,307,881,302,3.7759999999999998e+001,-1.22E+02
156000,2.46,36,2780,574,1440,519,3.7759999999999998e+001,-1.22E+02
197000,6.07,39,1820,286,763,270,3.7759999999999998e+001,-1.22E+02
279000,4.83,27,2230,365,1300,355,3.7770000000000003e+001,-1.22E+02
253000,5.57,34,1510,231,545,211,3.7759999999999998e+001,-1.22E+02
275000,5.37,26,3270,491,1220,533,3.7759999999999998e+001,-1.22E+02
250000,6.86,33,1810,261,808,219,3.7750000000000000e+001,-1.22E+02
330000,7.69,28,794,111,329,109,3.7750000000000000e+001,-1.22E+02
196000,4.03,36,690,105,299,109,3.7750000000000000e+001,-1.22E+02
256000,6.83,33,1330,200,579,202,3.7750000000000000e+001,-1.22E+02
311000,4.97,30,414,54,137,50,3.7750000000000000e+001,-1.22E+02
330000,5.36,36,768,93,229,93,3.7750000000000000e+001,-1.22E+02
249000,5,41,4400,666,1480,648,3.7740000000000002e+001,-1.22E+02
143000,2.92,46,954,161,429,154,3.7750000000000000e+001,-1.22E+02
126000,3.89,40,1450,256,849,255,3.7750000000000000e+001,-1.22E+02
136000,3.23,44,1940,399,946,331,3.7750000000000000e+001,-1.22E+02
131000,3.15,41,856,178,571,191,3.7740000000000002e+001,-1.22E+02
108000,2.54,24,1790,454,1140,386,3.7750000000000000e+001,-1.22E+02
111000,2.56,44,617,131,378,135,3.7750000000000000e+001,-1.22E+02
122000,3.51,43,1380,275,853,272,3.7740000000000002e+001,-1.22E+02
118000,3.31,49,1330,277,764,282,3.7740000000000002e+001,-1.22E+02
95200,1.82,40,1230,294,928,261,3.7750000000000000e+001,-1.22E+02
94300,3.8,35,667,140,406,133,3.7750000000000000e+001,-1.22E+02
92500,2.29,34,1220,281,824,280,3.7740000000000002e+001,-1.22E+02
91800,2.5,37,1380,287,835,259,3.7750000000000000e+001,-1.22E+02
109000,4.04,43,1530,300,826,295,3.7740000000000002e+001,-1.22E+02
130000,3.48,46,1030,181,567,211,3.7740000000000002e+001,-1.22E+02
143000,4.15,52,771,147,355,144,3.7740000000000002e+001,-1.22E+02
98200,2.63,47,824,223,533,166,3.7740000000000002e+001,-1.22E+02
103000,2.02,44,1100,239,609,215,3.7740000000000002e+001,-1.22E+02
277000,3.33,49,1280,238,576,236,3.7899999999999999e+001,-1.22E+02
271000,5.34,52,1600,263,594,286,3.7899999999999999e+001,-1.22E+02
246000,3.47,52,2250,422,870,377,3.7890000000000001e+001,-1.22E+02
224000,3.51,38,2260,522,1030,509,3.7899999999999999e+001,-1.22E+02
229000,3.14,52,1570,349,693,326,3.7890000000000001e+001,-1.22E+02
212000,2.8,46,1520,402,815,375,3.7890000000000001e+001,-1.22E+02
256000,4.58,15,5080,1210,2420,1150,3.7899999999999999e+001,-1.22E+02
206000,3.02,36,1080,293,518,276,3.7890000000000001e+001,-1.22E+02
221000,4.09,52,1250,283,620,275,3.7890000000000001e+001,-1.22E+02
207000,4.53,42,1340,291,551,266,3.7890000000000001e+001,-1.22E+02
350000,1.74,37,3060,930,2560,924,3.7880000000000003e+001,-1.22E+02
218000,3.18,52,3170,698,1500,696,3.7890000000000001e+001,-1.22E+02
217000,3.87,50,1210,261,523,227,3.7880000000000003e+001,-1.22E+02
271000,5.17,52,979,175,374,153,3.7890000000000001e+001,-1.22E+02
261000,5.17,52,2270,380,1000,371,3.7890000000000001e+001,-1.22E+02
261000,4.26,52,1840,332,769,334,3.7880000000000003e+001,-1.22E+02
232000,5.06,52,2180,421,940,423,3.7890000000000001e+001,-1.22E+02
375000,5.62,42,1650,274,645,256,3.7899999999999999e+001,-1.22E+02
357000,7.89,52,1930,279,705,288,3.7899999999999999e+001,-1.22E+02
374000,7.96,52,2080,273,684,275,3.7899999999999999e+001,-1.22E+02
359000,6.17,52,1800,240,572,236,3.7899999999999999e+001,-1.22E+02
418000,6.94,52,2040,270,671,253,3.7899999999999999e+001,-1.22E+02
431000,8.83,52,3050,373,975,365,3.7890000000000001e+001,-1.22E+02
363000,7.18,52,2320,328,779,312,3.7899999999999999e+001,-1.22E+02
397000,10.1,52,2000,250,658,244,3.7899999999999999e+001,-1.22E+02
347000,4.91,52,2260,328,819,335,3.7899999999999999e+001,-1.22E+02
327000,5.79,52,1230,169,412,168,3.7890000000000001e+001,-1.22E+02
290000,4.59,52,2320,408,835,369,3.7890000000000001e+001,-1.22E+02
292000,5.42,52,2070,329,722,306,3.7890000000000001e+001,-1.22E+02
271000,4.13,52,2620,473,1090,487,3.7890000000000001e+001,-1.22E+02
371000,7.27,52,2640,366,973,355,3.7890000000000001e+001,-1.22E+02
336000,5.4,52,1980,293,723,272,3.7890000000000001e+001,-1.22E+02
371000,7.83,37,2220,335,903,362,3.7899999999999999e+001,-1.22E+02
344000,6.16,41,1130,195,356,181,3.7890000000000001e+001,-1.22E+02
342000,6.38,52,3080,494,1010,462,3.7890000000000001e+001,-1.22E+02
371000,6.68,52,3710,531,1210,504,3.7890000000000001e+001,-1.22E+02
350000,7.54,37,3000,457,987,450,3.7890000000000001e+001,-1.22E+02
369000,6.71,42,2860,460,1030,448,3.7890000000000001e+001,-1.22E+02
392000,6.24,52,2550,417,894,404,3.7880000000000003e+001,-1.22E+02
415000,5.8,52,2260,410,823,377,3.7880000000000003e+001,-1.22E+02
285000,4.28,52,3360,648,1230,621,3.7880000000000003e+001,-1.22E+02
288000,3.54,52,1690,391,669,367,3.7880000000000003e+001,-1.22E+02
273000,3.01,44,2250,592,989,550,3.7880000000000003e+001,-1.22E+02
260000,4.14,52,2500,491,1060,464,3.7880000000000003e+001,-1.22E+02
255000,4.19,52,1190,200,506,207,3.7880000000000003e+001,-1.22E+02
236000,3.92,52,1170,215,489,218,3.7880000000000003e+001,-1.22E+02
218000,3.89,52,2160,424,824,388,3.7880000000000003e+001,-1.22E+02
229000,3.11,48,2370,490,1030,475,3.7880000000000003e+001,-1.22E+02
192000,2.99,46,1900,442,920,425,3.7880000000000003e+001,-1.22E+02
179000,3.56,52,1650,395,841,380,3.7880000000000003e+001,-1.22E+02
188000,1.48,45,453,146,749,137,3.7880000000000003e+001,-1.22E+02
139000,1.7,52,409,97,208,98,3.7880000000000003e+001,-1.22E+02
150000,2.17,10,503,118,228,100,3.7869999999999997e+001,-1.22E+02
141000,2.75,50,499,127,287,128,3.7859999999999999e+001,-1.22E+02
120000,2.57,52,477,119,218,106,3.7850000000000001e+001,-1.22E+02
145000,2.9,46,1650,376,854,355,3.7880000000000003e+001,-1.22E+02
145000,2.22,52,3120,749,1700,684,3.7869999999999997e+001,-1.22E+02
246000,3.23,52,957,188,403,172,3.7880000000000003e+001,-1.22E+02
200000,3.52,52,589,132,288,131,3.7869999999999997e+001,-1.22E+02
174000,1.98,49,2030,548,963,521,3.7869999999999997e+001,-1.22E+02
186000,2.67,50,1830,536,1130,516,3.7869999999999997e+001,-1.22E+02
183000,3.88,52,895,198,386,204,3.7869999999999997e+001,-1.22E+02
228000,3.01,52,1910,416,811,406,3.7880000000000003e+001,-1.22E+02
221000,2.54,46,3020,696,1290,675,3.7869999999999997e+001,-1.22E+02
212000,2.87,46,1780,446,805,431,3.7869999999999997e+001,-1.22E+02
271000,2.19,52,2800,930,1370,876,3.7880000000000003e+001,-1.22E+02
269000,1.78,30,1470,439,862,425,3.7869999999999997e+001,-1.22E+02
278000,2.52,37,2620,682,1150,616,3.7880000000000003e+001,-1.22E+02
333000,4.28,52,1150,255,483,249,3.7880000000000003e+001,-1.22E+02
339000,2.94,52,2360,604,1560,573,3.7880000000000003e+001,-1.22E+02
288000,1.73,52,2600,837,1800,769,3.7880000000000003e+001,-1.22E+02
385000,5.23,41,685,141,266,123,3.7869999999999997e+001,-1.22E+02
371000,2.56,42,1760,465,2180,422,3.7869999999999997e+001,-1.22E+02
350000,0.949,52,1200,460,2020,477,3.7869999999999997e+001,-1.22E+02
500000,1.17,52,609,236,1350,250,3.7869999999999997e+001,-1.22E+02
175000,1.4,52,1090,371,3340,350,3.7869999999999997e+001,-1.22E+02
242000,1.19,52,2770,998,1720,949,3.7869999999999997e+001,-1.22E+02
217000,1.75,35,3220,1110,1680,1000,3.7869999999999997e+001,-1.22E+02
211000,2.88,49,1350,368,707,350,3.7869999999999997e+001,-1.22E+02
210000,2.74,52,3080,698,1420,694,3.7869999999999997e+001,-1.22E+02
196000,3.86,52,938,195,393,189,3.7859999999999999e+001,-1.22E+02
192000,3.56,52,1810,353,828,339,3.7869999999999997e+001,-1.22E+02
182000,2.28,52,1230,300,571,292,3.7869999999999997e+001,-1.22E+02
175000,2.54,44,2540,755,1380,713,3.7869999999999997e+001,-1.22E+02
166000,2.52,46,1270,324,792,321,3.7869999999999997e+001,-1.22E+02
157000,1.99,52,1670,404,815,372,3.7859999999999999e+001,-1.22E+02
164000,2.82,52,1660,367,788,346,3.7859999999999999e+001,-1.22E+02
150000,2.62,52,2230,460,1150,430,3.7869999999999997e+001,-1.22E+02
151000,1.95,50,2490,607,1350,563,3.7859999999999999e+001,-1.22E+02
170000,1.93,52,2030,450,958,445,3.7859999999999999e+001,-1.22E+02
147000,1.98,49,2930,668,1360,608,3.7859999999999999e+001,-1.22E+02
153000,2.42,52,2250,472,1010,449,3.7850000000000001e+001,-1.22E+02
183000,2.54,49,2050,435,924,414,3.7859999999999999e+001,-1.22E+02
179000,3.39,52,2000,417,780,358,3.7859999999999999e+001,-1.22E+02
158000,2.57,52,3010,691,1580,636,3.7859999999999999e+001,-1.22E+02
153000,2.28,41,2210,550,1210,568,3.7859999999999999e+001,-1.22E+02
250000,2.61,52,1090,305,486,267,3.7859999999999999e+001,-1.22E+02
206000,3.15,52,834,186,494,175,3.7859999999999999e+001,-1.22E+02
219000,2.69,52,1770,372,849,365,3.7859999999999999e+001,-1.22E+02
198000,1.84,52,2310,583,1130,548,3.7859999999999999e+001,-1.22E+02
254000,1.63,35,5160,1740,3280,1740,3.7859999999999999e+001,-1.22E+02
257000,2.9,52,3500,832,1490,794,3.7859999999999999e+001,-1.22E+02
290000,2.94,52,3770,744,1460,679,3.7859999999999999e+001,-1.22E+02
242000,3.39,52,2890,604,1250,538,3.7859999999999999e+001,-1.22E+02
490000,3.04,48,2150,517,1660,459,3.7859999999999999e+001,-1.22E+02
446000,7.09,52,1390,191,514,202,3.7859999999999999e+001,-1.22E+02
456000,5.05,52,1710,318,719,295,3.7859999999999999e+001,-1.22E+02
337000,1.77,52,1590,444,878,449,3.7859999999999999e+001,-1.22E+02
500000,7.85,52,1670,225,517,214,3.7859999999999999e+001,-1.22E+02
500000,9.4,52,3730,474,1370,496,3.7850000000000001e+001,-1.22E+02
377000,5.38,52,4050,663,1320,590,3.7859999999999999e+001,-1.22E+02
310000,3.26,52,3620,768,1510,755,3.7850000000000001e+001,-1.22E+02
182000,2.71,52,4080,920,1800,815,3.7850000000000001e+001,-1.22E+02
173000,2.24,47,2080,400,719,326,3.7850000000000001e+001,-1.22E+02
151000,1.9,50,1280,300,675,255,3.7850000000000001e+001,-1.22E+02
154000,1.58,52,1970,426,875,363,3.7850000000000001e+001,-1.22E+02
106000,2.28,52,335,83,152,77,3.7850000000000001e+001,-1.22E+02
142000,1.38,47,1380,307,843,319,3.7850000000000001e+001,-1.22E+02
119000,2.9,52,610,145,281,132,3.7850000000000001e+001,-1.22E+02
148000,1.73,44,1030,198,506,204,3.7850000000000001e+001,-1.22E+02
133000,2.26,48,2060,484,1050,466,3.7850000000000001e+001,-1.22E+02
133000,2.21,35,1870,419,1020,414,3.7840000000000003e+001,-1.22E+02
127000,2.7,52,3110,813,1620,765,3.7829999999999998e+001,-1.22E+02
144000,4,14,7360,2410,3100,2050,3.7840000000000003e+001,-1.22E+02
500000,7.88,52,2990,379,947,361,3.7829999999999998e+001,-1.22E+02
500000,11.9,39,2490,310,808,315,3.7820000000000000e+001,-1.22E+02
500000,13.5,42,2990,335,1020,335,3.7820000000000000e+001,-1.22E+02
500000,12.2,52,3240,366,1000,352,3.7820000000000000e+001,-1.22E+02
466000,8.19,52,3050,381,1010,369,3.7820000000000000e+001,-1.22E+02
500000,12.4,52,3490,396,1190,383,3.7820000000000000e+001,-1.22E+02
458000,5.89,52,1760,246,585,227,3.7829999999999998e+001,-1.22E+02
472000,8.12,52,2450,312,916,316,3.7829999999999998e+001,-1.22E+02
500000,8.75,52,1610,203,556,179,3.7820000000000000e+001,-1.22E+02
399000,6.16,52,3670,517,1470,520,3.7820000000000000e+001,-1.22E+02
341000,5.88,52,2470,403,1100,398,3.7820000000000000e+001,-1.22E+02
290000,5.21,52,3040,516,1240,518,3.7759999999999998e+001,-1.22E+02
335000,4.72,52,2270,323,805,321,3.7759999999999998e+001,-1.22E+02
333000,5.29,52,1320,177,378,162,3.7759999999999998e+001,-1.22E+02
241000,2.64,52,1150,235,481,223,3.7770000000000003e+001,-1.22E+02
190000,3.32,52,772,179,409,160,3.7770000000000003e+001,-1.22E+02
206000,3.64,52,1710,386,885,373,3.7770000000000003e+001,-1.22E+02
216000,3.02,52,2650,566,1470,567,3.7770000000000003e+001,-1.22E+02
210000,3.18,52,1040,220,482,215,3.7770000000000003e+001,-1.22E+02
209000,3.45,52,1530,320,825,264,3.7770000000000003e+001,-1.22E+02
198000,4.31,52,859,157,429,158,3.7770000000000003e+001,-1.22E+02
201000,3.34,52,970,217,528,208,3.7780000000000001e+001,-1.22E+02
191000,2.92,52,1050,239,496,216,3.7780000000000001e+001,-1.22E+02
208000,2.68,52,1410,280,718,265,3.7780000000000001e+001,-1.22E+02
215000,3.77,52,1220,264,630,265,3.7780000000000001e+001,-1.22E+02
213000,3.94,45,1170,263,723,286,3.7780000000000001e+001,-1.22E+02
293000,5.26,13,2020,535,959,486,3.7780000000000001e+001,-1.22E+02
275000,2.54,30,4150,869,3670,855,3.7789999999999999e+001,-1.22E+02
200000,2.64,42,2040,368,2040,355,3.7770000000000003e+001,-1.22E+02
173000,2.58,29,5150,1390,3740,1270,3.7780000000000001e+001,-1.22E+02
102000,1.94,42,1240,309,821,300,3.7780000000000001e+001,-1.22E+02
221000,2.97,52,1470,363,870,347,3.7770000000000003e+001,-1.22E+02
243000,3.75,27,4000,1070,1900,966,3.7770000000000003e+001,-1.22E+02
265000,5.17,18,2870,763,1240,663,3.7759999999999998e+001,-1.22E+02
219000,2.51,50,1490,306,730,327,3.7780000000000001e+001,-1.22E+02
282000,2.97,52,1670,350,793,299,3.7770000000000003e+001,-1.22E+02
372000,5.53,52,2250,388,1030,434,3.7770000000000003e+001,-1.22E+02
226000,4.17,52,1730,377,872,363,3.7770000000000003e+001,-1.22E+02
221000,2.71,52,1710,481,849,457,3.7770000000000003e+001,-1.22E+02
235000,3.33,52,2390,559,1120,518,3.7770000000000003e+001,-1.22E+02
254000,3.27,52,2160,458,872,445,3.7770000000000003e+001,-1.22E+02
352000,4.78,52,1570,315,637,297,3.7770000000000003e+001,-1.22E+02
275000,4.23,52,1700,371,663,340,3.7770000000000003e+001,-1.22E+02
405000,3.36,52,1210,168,411,172,3.7770000000000003e+001,-1.22E+02
228000,2.99,52,2100,444,915,413,3.7770000000000003e+001,-1.22E+02
234000,2.88,52,1850,479,921,477,3.7770000000000003e+001,-1.22E+02
163000,2.39,43,955,284,585,266,3.7770000000000003e+001,-1.22E+02
243000,2.98,43,4330,1110,2090,1050,3.7770000000000003e+001,-1.22E+02
274000,5.1,52,3010,542,1300,535,3.7759999999999998e+001,-1.22E+02
249000,4.15,52,1050,185,374,176,3.7759999999999998e+001,-1.22E+02
244000,3.48,52,2500,516,979,472,3.7759999999999998e+001,-1.22E+02
241000,2.68,52,1850,471,827,446,3.7759999999999998e+001,-1.22E+02
306000,5.75,52,1710,246,658,253,3.7759999999999998e+001,-1.22E+02
240000,3.96,50,1540,289,654,268,3.7750000000000000e+001,-1.22E+02
247000,4.95,45,891,155,384,146,3.7750000000000000e+001,-1.22E+02
287000,4.87,27,4050,753,1500,797,3.7750000000000000e+001,-1.22E+02
267000,3.07,52,2650,581,1130,522,3.7759999999999998e+001,-1.22E+02
230000,3.67,49,2430,525,1110,492,3.7759999999999998e+001,-1.22E+02
229000,4.61,52,2570,436,1120,415,3.7759999999999998e+001,-1.22E+02
228000,4.52,21,7030,1250,2930,1240,3.7729999999999997e+001,-1.22E+02
206000,4.46,25,1910,365,897,390,3.7740000000000002e+001,-1.22E+02
351000,7.61,5,18600,2890,7430,2720,3.7719999999999999e+001,-1.22E+02
231000,3.27,31,5790,1380,2970,1310,3.7729999999999997e+001,-1.22E+02
253000,3.57,52,2880,648,1340,632,3.7759999999999998e+001,-1.22E+02
354000,3.69,28,6910,1550,2970,1480,3.7740000000000002e+001,-1.22E+02
292000,4.77,23,5680,1270,2690,1150,3.7770000000000003e+001,-1.22E+02
100000,3.2,20,1160,365,583,326,3.7750000000000000e+001,-1.22E+02
342000,7.26,12,14300,2050,5780,2010,3.7770000000000003e+001,-1.22E+02
413000,7.06,5,3600,467,1740,512,3.7729999999999997e+001,-1.22E+02
249000,4.63,36,3540,570,1480,529,3.7710000000000001e+001,-1.22E+02
255000,5.3,40,1810,302,746,270,3.7710000000000001e+001,-1.22E+02
242000,4.98,36,2880,480,1240,455,3.7710000000000001e+001,-1.22E+02
295000,5.48,26,3200,477,1410,484,3.7719999999999999e+001,-1.22E+02
340000,6.19,31,3870,531,1370,521,3.7719999999999999e+001,-1.22E+02
275000,5.62,32,2480,368,1050,367,3.7719999999999999e+001,-1.22E+02
239000,5.46,35,2210,350,1000,365,3.7710000000000001e+001,-1.22E+02
266000,5.15,35,2660,387,1090,367,3.7710000000000001e+001,-1.22E+02
330000,5.84,30,2600,366,922,350,3.7719999999999999e+001,-1.22E+02
207000,4.65,36,4570,824,1950,819,3.7710000000000001e+001,-1.22E+02
209000,4.38,25,2970,622,1410,595,3.7700000000000003e+001,-1.22E+02
196000,3.72,30,3120,625,1440,568,3.7689999999999998e+001,-1.22E+02
254000,5.29,31,1840,282,749,269,3.7710000000000001e+001,-1.22E+02
242000,4.34,31,2050,336,867,329,3.7700000000000003e+001,-1.22E+02
253000,5.21,27,6740,1070,2720,1040,3.7710000000000001e+001,-1.22E+02
264000,6,30,1750,269,731,263,3.7700000000000003e+001,-1.22E+02
227000,5.05,38,1660,295,781,301,3.7710000000000001e+001,-1.22E+02
221000,4.82,38,3720,657,1780,652,3.7710000000000001e+001,-1.22E+02
259000,5.25,32,2720,447,1160,410,3.7700000000000003e+001,-1.22E+02
233000,4.13,39,1420,272,645,277,3.7700000000000003e+001,-1.22E+02
232000,4.6,37,1890,310,821,315,3.7700000000000003e+001,-1.22E+02
209000,3.52,33,3910,790,1910,770,3.7700000000000003e+001,-1.22E+02
223000,3,32,3400,736,1490,694,3.7700000000000003e+001,-1.22E+02
210000,3.49,25,3400,758,1650,710,3.7700000000000003e+001,-1.22E+02
208000,2.99,33,4410,1110,2240,1050,3.7700000000000003e+001,-1.22E+02
204000,2.54,29,2300,618,1020,552,3.7689999999999998e+001,-1.22E+02
196000,3.3,36,2350,499,1110,467,3.7689999999999998e+001,-1.22E+02
191000,3.1,31,5910,1310,3000,1300,3.7689999999999998e+001,-1.22E+02
181000,2.85,43,1580,324,740,284,3.7689999999999998e+001,-1.22E+02
185000,3.35,42,1410,274,629,244,3.7689999999999998e+001,-1.22E+02
191000,2.4,37,848,202,314,205,3.7680000000000000e+001,-1.22E+02
242000,3.53,15,3050,685,1480,668,3.7680000000000000e+001,-1.22E+02
188000,4.8,20,4300,817,1730,800,3.7689999999999998e+001,-1.22E+02
184000,3.85,52,2900,557,1340,550,3.7740000000000002e+001,-1.22E+02
204000,4.07,52,1070,201,440,192,3.7740000000000002e+001,-1.22E+02
252000,4.6,51,2620,403,922,393,3.7729999999999997e+001,-1.22E+02
188000,2.2,49,1490,316,611,288,3.7740000000000002e+001,-1.22E+02
198000,4.12,52,2260,416,994,412,3.7729999999999997e+001,-1.22E+02
219000,3.95,52,1390,223,545,230,3.7740000000000002e+001,-1.22E+02
275000,4.91,52,1030,129,317,143,3.7729999999999997e+001,-1.22E+02
245000,2.84,45,3760,819,1570,736,3.7729999999999997e+001,-1.22E+02
178000,3.25,46,2160,470,925,435,3.7729999999999997e+001,-1.22E+02
172000,2.83,49,1700,408,768,385,3.7729999999999997e+001,-1.22E+02
183000,3.72,52,1560,289,620,292,3.7729999999999997e+001,-1.22E+02
175000,2.56,52,1110,206,425,207,3.7729999999999997e+001,-1.22E+02
157000,3.8,45,1500,313,1000,305,3.7719999999999999e+001,-1.22E+02
158000,3.38,45,726,147,519,135,3.7710000000000001e+001,-1.22E+02
180000,3.24,38,890,200,481,198,3.7710000000000001e+001,-1.22E+02
206000,4.03,36,2640,533,1210,519,3.7700000000000003e+001,-1.22E+02
179000,3.39,35,2560,554,1400,525,3.7700000000000003e+001,-1.22E+02
263000,5.55,36,361,69,158,58,3.7710000000000001e+001,-1.22E+02
165000,3.37,42,3010,659,1820,664,3.7719999999999999e+001,-1.22E+02
160000,3.53,46,1370,284,766,289,3.7719999999999999e+001,-1.22E+02
158000,3.66,5,1690,398,814,328,3.7719999999999999e+001,-1.22E+02
145000,2.88,38,1010,245,618,239,3.7719999999999999e+001,-1.22E+02
166000,4.02,43,3780,814,2140,789,3.7719999999999999e+001,-1.22E+02
191000,4.56,37,1510,242,632,253,3.7710000000000001e+001,-1.22E+02
175000,3.46,36,666,132,366,134,3.7710000000000001e+001,-1.22E+02
138000,3.34,10,2230,601,877,485,3.7719999999999999e+001,-1.22E+02
142000,2.19,28,2220,587,830,573,3.7729999999999997e+001,-1.22E+02
211000,2.91,31,1620,372,739,379,3.7719999999999999e+001,-1.22E+02
198000,3.38,47,1190,251,540,266,3.7719999999999999e+001,-1.22E+02
157000,2.81,29,4170,1050,2020,962,3.7719999999999999e+001,-1.22E+02
265000,5,52,2020,320,823,334,3.7729999999999997e+001,-1.22E+02
218000,3.07,38,1720,394,711,353,3.7729999999999997e+001,-1.22E+02
235000,3.81,43,2260,390,931,368,3.7729999999999997e+001,-1.22E+02
342000,6.91,33,2000,268,686,270,3.7729999999999997e+001,-1.22E+02
367000,7.91,26,2860,394,1030,397,3.7719999999999999e+001,-1.22E+02
244000,3.84,35,2180,383,976,392,3.7719999999999999e+001,-1.22E+02
168000,4,35,1040,207,552,210,3.7710000000000001e+001,-1.22E+02
371000,6.51,25,1130,153,340,171,3.7719999999999999e+001,-1.22E+02
219000,3.52,39,786,132,288,132,3.7719999999999999e+001,-1.22E+02
203000,2.98,45,1400,253,555,248,3.7719999999999999e+001,-1.22E+02
186000,3.52,45,2320,451,1010,444,3.7719999999999999e+001,-1.22E+02
189000,3.11,44,1610,339,776,346,3.7710000000000001e+001,-1.22E+02
180000,3.58,44,1420,298,609,270,3.7710000000000001e+001,-1.22E+02
203000,3.17,18,5780,1530,2440,1350,3.7710000000000001e+001,-1.22E+02
182000,2.61,27,3090,866,1360,789,3.7710000000000001e+001,-1.22E+02
167000,3.69,18,3910,1010,2200,1040,3.7710000000000001e+001,-1.22E+02
184000,3.46,43,3050,557,1330,544,3.7700000000000003e+001,-1.22E+02
218000,3.9,19,3520,710,1810,703,3.7700000000000003e+001,-1.22E+02
192000,4.02,36,998,178,531,183,3.7710000000000001e+001,-1.22E+02
195000,3.55,36,1460,244,672,261,3.7700000000000003e+001,-1.22E+02
187000,4.59,17,1460,292,695,330,3.7700000000000003e+001,-1.22E+02
223000,2.63,21,4120,1050,2160,998,3.7700000000000003e+001,-1.22E+02
271000,3.4,17,2380,769,1220,643,3.7689999999999998e+001,-1.22E+02
194000,3.97,36,1270,228,606,239,3.7700000000000003e+001,-1.22E+02
190000,5,36,2240,391,1200,379,3.7700000000000003e+001,-1.22E+02
