median house value,median income,housing median age,total rooms,total bedrooms,population,households,latitude,longitude
189000,4.47,38,1570,317,874,301,3.7689999999999998e+001,-1.22E+02
185000,3.66,38,1250,221,637,222,3.7689999999999998e+001,-1.22E+02
197000,3.89,36,1500,287,703,276,3.7689999999999998e+001,-1.22E+02
193000,3.46,36,1470,252,733,229,3.7700000000000003e+001,-1.22E+02
192000,3.78,36,1120,219,625,228,3.7689999999999998e+001,-1.22E+02
195000,2.99,36,1100,208,568,225,3.7700000000000003e+001,-1.22E+02
194000,4.44,36,1720,303,836,311,3.7700000000000003e+001,-1.22E+02
203000,4,24,1760,365,952,362,3.7700000000000003e+001,-1.22E+02
83300,2.39,16,1690,348,568,352,3.7680000000000000e+001,-1.22E+02
213000,4.76,24,2260,391,1130,366,3.7689999999999998e+001,-1.22E+02
188000,5.49,5,2090,407,840,401,3.7680000000000000e+001,-1.22E+02
206000,4.4,36,1480,278,796,283,3.7689999999999998e+001,-1.22E+02
193000,4.01,36,1550,273,863,267,3.7689999999999998e+001,-1.22E+02
205000,4.39,35,2630,447,1350,486,3.7680000000000000e+001,-1.22E+02
213000,4.28,30,2260,443,929,383,3.7680000000000000e+001,-1.22E+02
184000,5.13,39,1670,308,957,335,3.7689999999999998e+001,-1.22E+02
178000,3,37,2140,535,1090,555,3.7689999999999998e+001,-1.22E+02
219000,3.64,27,3340,613,1490,607,3.7680000000000000e+001,-1.22E+02
183000,2.8,31,3180,716,1560,628,3.7680000000000000e+001,-1.22E+02
157000,2.95,44,2340,500,1260,485,3.7689999999999998e+001,-1.22E+02
158000,3.44,30,1200,269,695,279,3.7689999999999998e+001,-1.22E+02
162000,2.88,34,1130,278,560,237,3.7689999999999998e+001,-1.22E+02
152000,3.03,38,1160,284,632,289,3.7710000000000001e+001,-1.22E+02
145000,2.68,41,3500,787,1850,750,3.7700000000000003e+001,-1.22E+02
180000,2.99,17,2490,617,1290,538,3.7700000000000003e+001,-1.22E+02
179000,4.1,35,2680,508,1580,536,3.7689999999999998e+001,-1.22E+02
160000,2.58,19,2500,635,1570,579,3.7700000000000003e+001,-1.22E+02
161000,2.16,23,1690,461,828,443,3.7700000000000003e+001,-1.22E+02
170000,2.33,29,1300,306,835,338,3.7700000000000003e+001,-1.22E+02
138000,2.42,19,2690,789,1770,724,3.7700000000000003e+001,-1.22E+02
178000,3.91,41,746,145,387,161,3.7689999999999998e+001,-1.22E+02
155000,2.65,37,2440,651,1560,618,3.7689999999999998e+001,-1.22E+02
161000,3.46,42,1470,310,768,309,3.7689999999999998e+001,-1.22E+02
167000,2.4,10,2230,560,1140,472,3.7689999999999998e+001,-1.22E+02
340000,6.5,20,200,25,83,31,3.7689999999999998e+001,-1.22E+02
431000,6.06,32,1280,194,485,171,3.7640000000000001e+001,-1.22E+02
301000,3.9,6,2450,590,1190,573,3.7630000000000003e+001,-1.22E+02
242000,4.78,21,1310,236,586,249,3.7630000000000003e+001,-1.22E+02
163000,3.28,5,3790,936,2240,792,3.7630000000000003e+001,-1.22E+02
299000,5.32,10,2030,357,867,352,3.7659999999999997e+001,-1.22E+02
316000,6.26,10,8300,1330,3830,1290,3.7649999999999999e+001,-1.22E+02
217000,5.17,23,7520,1280,3830,1290,3.7680000000000000e+001,-1.22E+02
218000,3.25,36,1820,426,1280,431,3.7680000000000000e+001,-1.22E+02
170000,3.18,30,5370,1210,2670,1050,3.7680000000000000e+001,-1.22E+02
275000,2.42,26,1170,370,253,137,3.7680000000000000e+001,-1.22E+02
184000,2.66,26,2610,682,1400,607,3.7680000000000000e+001,-1.22E+02
160000,0.964,29,493,168,233,152,3.7670000000000002e+001,-1.22E+02
175000,2.34,48,1250,305,673,308,3.7670000000000002e+001,-1.22E+02
198000,3.51,41,1380,353,704,314,3.7680000000000000e+001,-1.22E+02
150000,3.31,43,500,110,273,120,3.7689999999999998e+001,-1.22E+02
206000,2.4,29,2330,538,1120,540,3.7680000000000000e+001,-1.22E+02
170000,2.83,41,1830,463,1110,467,3.7680000000000000e+001,-1.22E+02
191000,2.52,43,1420,348,569,293,3.7680000000000000e+001,-1.22E+02
197000,3.4,37,1350,342,691,324,3.7680000000000000e+001,-1.22E+02
174000,2.54,37,2120,503,1110,448,3.7680000000000000e+001,-1.22E+02
170000,2.58,37,1980,481,1200,465,3.7680000000000000e+001,-1.22E+02
181000,3.1,38,1780,413,1060,400,3.7680000000000000e+001,-1.22E+02
151000,2.96,34,3660,897,2480,903,3.7670000000000002e+001,-1.22E+02
167000,3.13,31,1890,428,1160,389,3.7680000000000000e+001,-1.22E+02
149000,2.95,35,1960,484,1150,448,3.7680000000000000e+001,-1.22E+02
196000,4.38,40,1550,253,724,267,3.7680000000000000e+001,-1.22E+02
191000,4.04,37,2410,394,975,375,3.7680000000000000e+001,-1.22E+02
188000,3.8,36,2110,389,952,370,3.7670000000000002e+001,-1.22E+02
181000,3.48,45,2180,401,1160,399,3.7680000000000000e+001,-1.22E+02
183000,4.06,45,2460,445,1130,422,3.7680000000000000e+001,-1.22E+02
179000,4.2,44,2150,399,1180,401,3.7680000000000000e+001,-1.22E+02
179000,3.6,43,1680,340,924,328,3.7680000000000000e+001,-1.22E+02
210000,4.27,35,2980,518,1420,538,3.7680000000000000e+001,-1.22E+02
192000,4.24,34,3040,533,1370,500,3.7670000000000002e+001,-1.22E+02
198000,5.58,35,2470,398,1170,390,3.7670000000000002e+001,-1.22E+02
196000,4.07,36,1490,249,641,243,3.7670000000000002e+001,-1.22E+02
182000,3.17,38,2010,347,880,332,3.7670000000000002e+001,-1.22E+02
187000,4.79,37,3340,569,1640,557,3.7670000000000002e+001,-1.22E+02
188000,4.81,37,3160,534,1500,543,3.7670000000000002e+001,-1.22E+02
184000,3.87,40,1750,318,914,317,3.7670000000000002e+001,-1.22E+02
185000,3.94,33,3430,681,1800,694,3.7670000000000002e+001,-1.22E+02
180000,3.24,42,3590,703,1630,665,3.7670000000000002e+001,-1.22E+02
167000,3.09,38,1040,247,599,224,3.7670000000000002e+001,-1.22E+02
165000,3.06,32,3030,811,2040,703,3.7670000000000002e+001,-1.22E+02
154000,2.7,33,2430,655,1850,603,3.7670000000000002e+001,-1.22E+02
154000,3.11,39,2070,500,1410,478,3.7670000000000002e+001,-1.22E+02
135000,3.47,40,1340,313,766,271,3.7659999999999997e+001,-1.22E+02
158000,2.22,39,1160,259,725,274,3.7659999999999997e+001,-1.22E+02
241000,6.11,32,2020,318,1020,340,3.7680000000000000e+001,-1.22E+02
181000,4.27,22,3880,816,1830,743,3.7670000000000002e+001,-1.22E+02
231000,3.25,27,3240,671,1470,616,3.7670000000000002e+001,-1.22E+02
211000,3.24,28,2930,739,1200,624,3.7670000000000002e+001,-1.22E+02
165000,3.88,38,2100,409,1040,394,3.7670000000000002e+001,-1.22E+02
254000,6.05,29,1690,251,690,242,3.7670000000000002e+001,-1.22E+02
333000,6.82,18,3000,419,1160,415,3.7670000000000002e+001,-1.22E+02
350000,6.35,23,2420,348,1070,384,3.7659999999999997e+001,-1.22E+02
161000,2.67,28,2280,610,1260,587,3.7659999999999997e+001,-1.22E+02
179000,3.88,21,5030,1170,2460,1040,3.7659999999999997e+001,-1.22E+02
154000,2.56,33,1550,372,1060,356,3.7659999999999997e+001,-1.22E+02
162000,3.02,31,3300,790,2180,740,3.7649999999999999e+001,-1.22E+02
162000,2.77,17,5020,1440,3070,1300,3.7649999999999999e+001,-1.22E+02
165000,3.68,35,1810,393,1090,374,3.7649999999999999e+001,-1.22E+02
167000,2.14,37,2000,436,1350,437,3.7659999999999997e+001,-1.22E+02
150000,3.73,37,901,191,599,206,3.7659999999999997e+001,-1.22E+02
162000,3.88,35,686,142,480,149,3.7659999999999997e+001,-1.22E+02
153000,3.05,33,1950,464,1290,448,3.7659999999999997e+001,-1.22E+02
195000,2.82,27,2630,722,1410,634,3.7649999999999999e+001,-1.22E+02
191000,4.39,35,1130,192,543,184,3.7649999999999999e+001,-1.22E+02
194000,4.71,35,1180,200,572,194,3.7649999999999999e+001,-1.22E+02
201000,4.69,34,656,115,342,112,3.7659999999999997e+001,-1.22E+02
150000,3.21,29,2540,643,2330,603,3.7659999999999997e+001,-1.22E+02
185000,4.28,36,1310,225,768,234,3.7659999999999997e+001,-1.22E+02
173000,4.13,36,1760,316,913,299,3.7659999999999997e+001,-1.22E+02
174000,3.09,35,2840,652,1730,643,3.7659999999999997e+001,-1.22E+02
194000,4.54,25,2540,494,1190,501,3.7649999999999999e+001,-1.22E+02
207000,4.66,28,1780,311,735,278,3.7640000000000001e+001,-1.22E+02
205000,4.44,31,1800,327,796,319,3.7649999999999999e+001,-1.22E+02
175000,4.53,36,410,76,252,82,3.7649999999999999e+001,-1.22E+02
138000,2.38,26,162,27,86,25,3.7649999999999999e+001,-1.22E+02
187000,3.82,18,9960,2030,5610,1950,3.7630000000000003e+001,-1.22E+02
174000,4.53,35,2360,458,1730,467,3.7609999999999999e+001,-1.22E+02
163000,4.35,19,862,167,407,183,3.7659999999999997e+001,-1.22E+02
332000,3.49,18,4340,808,2040,734,3.7649999999999999e+001,-1.22E+02
198000,5.23,31,1490,280,854,301,3.7640000000000001e+001,-1.22E+02
198000,3.67,8,3590,849,1910,746,3.7640000000000001e+001,-1.22E+02
228000,3.89,40,432,102,264,77,3.7640000000000001e+001,-1.22E+02
190000,3.92,34,1460,242,735,249,3.7630000000000003e+001,-1.22E+02
184000,3.91,32,1580,284,836,292,3.7640000000000001e+001,-1.22E+02
181000,3.79,29,2170,435,1380,408,3.7630000000000003e+001,-1.22E+02
172000,3.8,36,1340,245,789,248,3.7640000000000001e+001,-1.22E+02
178000,5.73,36,1120,199,662,226,3.7640000000000001e+001,-1.22E+02
173000,4.11,36,1890,307,853,271,3.7640000000000001e+001,-1.22E+02
173000,5.28,36,1180,212,664,200,3.7640000000000001e+001,-1.22E+02
182000,3.35,30,5270,1250,4070,1110,3.7640000000000001e+001,-1.22E+02
180000,3.14,23,1900,440,1110,418,3.7640000000000001e+001,-1.22E+02
176000,3.76,31,767,171,548,185,3.7630000000000003e+001,-1.22E+02
193000,4.25,33,691,127,431,149,3.7630000000000003e+001,-1.22E+02
183000,3.93,36,786,133,463,160,3.7640000000000001e+001,-1.22E+02
135000,2.52,22,5860,1520,5440,1460,3.7640000000000001e+001,-1.22E+02
158000,2.48,27,2780,723,2030,693,3.7630000000000003e+001,-1.22E+02
191000,4.71,25,4520,860,2430,862,3.7640000000000001e+001,-1.22E+02
158000,4.17,37,1470,304,1040,282,3.7640000000000001e+001,-1.22E+02
350000,3.55,20,1660,450,857,430,3.7640000000000001e+001,-1.22E+02
158000,3.8,33,1230,286,848,291,3.7649999999999999e+001,-1.22E+02
146000,3.83,33,1160,252,729,220,3.7640000000000001e+001,-1.22E+02
227000,3.23,33,952,172,369,159,3.7630000000000003e+001,-1.22E+02
199000,4.71,35,2070,352,1000,350,3.7619999999999997e+001,-1.22E+02
221000,4.25,32,2960,547,1470,527,3.7619999999999997e+001,-1.22E+02
209000,6.4,35,1030,173,453,176,3.7619999999999997e+001,-1.22E+02
204000,3.81,35,657,118,328,134,3.7619999999999997e+001,-1.22E+02
193000,3.29,32,1540,324,793,302,3.7619999999999997e+001,-1.22E+02
210000,3.89,35,1300,236,632,204,3.7619999999999997e+001,-1.22E+02
165000,3.73,36,1410,271,1000,281,3.7609999999999999e+001,-1.22E+02
161000,4.01,37,1380,259,808,241,3.7609999999999999e+001,-1.22E+02
187000,4.17,36,1150,216,727,215,3.7609999999999999e+001,-1.22E+02
190000,4.29,35,899,179,455,185,3.7619999999999997e+001,-1.22E+02
157000,3.65,37,1790,364,1530,346,3.7630000000000003e+001,-1.22E+02
157000,2.69,17,2490,518,1140,550,3.7619999999999997e+001,-1.22E+02
168000,3.73,35,1930,376,1180,337,3.7630000000000003e+001,-1.22E+02
178000,4.59,24,2330,465,1400,453,3.7630000000000003e+001,-1.22E+02
209000,3.86,12,6710,1370,3390,1290,3.7630000000000003e+001,-1.22E+02
169000,3.36,23,1940,356,841,364,3.7630000000000003e+001,-1.22E+02
164000,2.9,16,1640,346,705,351,3.7609999999999999e+001,-1.22E+02
165000,4.03,34,1620,293,1150,310,3.7630000000000003e+001,-1.22E+02
157000,4.07,35,517,108,391,107,3.7630000000000003e+001,-1.22E+02
169000,5.36,36,1570,274,992,249,3.7630000000000003e+001,-1.22E+02
174000,4.7,35,1210,221,790,243,3.7630000000000003e+001,-1.22E+02
207000,5.64,27,1830,309,1020,313,3.7619999999999997e+001,-1.22E+02
204000,3.79,26,2260,443,1040,395,3.7609999999999999e+001,-1.22E+02
217000,4.65,9,3670,711,2340,703,3.7609999999999999e+001,-1.22E+02
160000,3.69,36,1630,345,1380,338,3.7600000000000001e+001,-1.22E+02
160000,2.65,31,2160,522,1860,437,3.7600000000000001e+001,-1.22E+02
154000,3.5,32,1300,280,1160,300,3.7600000000000001e+001,-1.22E+02
150000,3.24,32,1300,295,1100,328,3.7600000000000001e+001,-1.22E+02
189000,5.1,33,1520,302,831,268,3.7609999999999999e+001,-1.22E+02
239000,4.39,17,3310,638,1870,602,3.7600000000000001e+001,-1.22E+02
235000,4.63,22,3010,497,1640,514,3.7600000000000001e+001,-1.22E+02
261000,5.04,6,2610,474,1570,433,3.7609999999999999e+001,-1.22E+02
234000,5.87,17,5160,832,3170,817,3.7600000000000001e+001,-1.22E+02
232000,5.32,18,1730,276,1190,310,3.7600000000000001e+001,-1.22E+02
156000,4.24,16,1820,365,1370,355,3.7590000000000003e+001,-1.22E+02
222000,4.83,13,2580,551,1680,528,3.7590000000000003e+001,-1.22E+02
254000,5.52,15,2580,418,1660,410,3.7579999999999998e+001,-1.22E+02
244000,6.51,16,1640,251,1030,267,3.7579999999999998e+001,-1.22E+02
247000,6.07,16,1610,240,1120,268,3.7579999999999998e+001,-1.22E+02
237000,6.01,16,3350,544,2000,488,3.7579999999999998e+001,-1.22E+02
151000,4.62,15,3480,686,2570,653,3.7590000000000003e+001,-1.22E+02
214000,5.22,16,1890,338,1460,344,3.7579999999999998e+001,-1.22E+02
244000,5.34,14,1730,302,1120,273,3.7590000000000003e+001,-1.22E+02
213000,3.75,15,6240,1270,3160,1270,3.7590000000000003e+001,-1.22E+02
215000,4.57,24,2080,383,1490,389,3.7600000000000001e+001,-1.22E+02
213000,3.69,18,1170,333,855,319,3.7590000000000003e+001,-1.22E+02
256000,4.68,16,4370,889,2530,817,3.7590000000000003e+001,-1.22E+02
238000,2.88,2,838,295,240,149,3.7590000000000003e+001,-1.22E+02
178000,3.36,15,3050,760,2100,728,3.7579999999999998e+001,-1.22E+02
232000,5.76,17,4310,717,2630,721,3.7579999999999998e+001,-1.22E+02
148000,2.97,36,385,94,295,92,3.7600000000000001e+001,-1.22E+02
192000,3.9,10,3050,678,2060,628,3.7600000000000001e+001,-1.22E+02
248000,4.61,21,4340,783,2170,789,3.7570000000000000e+001,-1.22E+02
284000,5.72,15,3580,597,1780,559,3.7579999999999998e+001,-1.22E+02
217000,3.68,20,4130,1030,2080,975,3.7579999999999998e+001,-1.22E+02
283000,6.21,31,2880,478,1280,485,3.7579999999999998e+001,-1.22E+02
296000,5.82,6,4410,717,2070,688,3.7579999999999998e+001,-1.22E+02
282000,5.83,14,16200,2990,8120,2850,3.7570000000000000e+001,-1.22E+02
270000,5.63,14,14900,2710,8010,2610,3.7579999999999998e+001,-1.22E+02
231000,5.29,12,5720,1060,3440,1060,3.7570000000000000e+001,-1.22E+02
318000,6.56,8,8650,1410,5020,1380,3.7570000000000000e+001,-1.22E+02
253000,5.68,15,8110,1380,4580,1350,3.7579999999999998e+001,-1.22E+02
278000,6.1,7,10600,1820,6080,1800,3.7570000000000000e+001,-1.22E+02
300000,3.57,5,1150,311,648,245,3.7490000000000002e+001,-1.22E+02
274000,6.08,3,14000,2860,7210,2750,3.7520000000000003e+001,-1.22E+02
223000,4.36,23,4330,857,2460,829,3.7560000000000002e+001,-1.22E+02
215000,5.57,35,1720,312,914,316,3.7560000000000002e+001,-1.22E+02
220000,4.9,31,4980,964,2840,924,3.7560000000000002e+001,-1.22E+02
240000,4.7,24,8440,1490,4450,1490,3.7560000000000002e+001,-1.22E+02
158000,4.43,6,3030,778,1530,736,3.7560000000000002e+001,-1.22E+02
224000,3.3,26,2070,532,1430,495,3.7549999999999997e+001,-1.22E+02
177000,4.57,33,1330,274,909,267,3.7549999999999997e+001,-1.22E+02
216000,3.82,24,2560,485,1170,501,3.7560000000000002e+001,-1.22E+02
270000,5,18,5510,1010,2640,971,3.7560000000000002e+001,-1.22E+02
231000,4.34,20,6460,1290,3290,1240,3.7560000000000002e+001,-1.22E+02
163000,4.14,4,3750,993,1610,838,3.7549999999999997e+001,-1.22E+02
254000,4.81,13,8920,1820,4520,1770,3.7560000000000002e+001,-1.22E+02
196000,4.63,31,1950,344,986,322,3.7539999999999999e+001,-1.22E+02
189000,3.17,17,4920,1250,3080,1180,3.7549999999999997e+001,-1.22E+02
221000,3.13,17,5130,1380,3390,1340,3.7539999999999999e+001,-1.22E+02
214000,2.91,16,6650,2100,4650,1900,3.7549999999999997e+001,-1.22E+02
443000,8.4,15,5670,748,2410,714,3.7560000000000002e+001,-1.22E+02
333000,6.65,21,10700,1540,4550,1520,3.7549999999999997e+001,-1.22E+02
352000,6.63,25,1350,192,596,220,3.7539999999999999e+001,-1.22E+02
305000,6.22,27,3720,526,1630,538,3.7539999999999999e+001,-1.22E+02
260000,5.76,33,2100,342,941,304,3.7530000000000001e+001,-1.22E+02
249000,4.66,29,3520,645,1720,585,3.7539999999999999e+001,-1.22E+02
356000,6.76,31,2540,382,1070,410,3.7539999999999999e+001,-1.22E+02
236000,3.99,14,5110,1210,2740,1110,3.7539999999999999e+001,-1.22E+02
219000,4.3,23,2220,475,1280,492,3.7530000000000001e+001,-1.22E+02
228000,4.96,28,2950,529,1540,545,3.7530000000000001e+001,-1.22E+02
236000,2.62,18,2380,652,1250,586,3.7530000000000001e+001,-1.22E+02
203000,4.71,28,2310,496,1340,467,3.7539999999999999e+001,-1.22E+02
197000,4.75,35,2280,420,1350,413,3.7530000000000001e+001,-1.22E+02
236000,5.43,26,2510,387,1270,406,3.7530000000000001e+001,-1.22E+02
223000,4.6,28,2830,566,1610,540,3.7530000000000001e+001,-1.22E+02
223000,4.19,26,3180,703,2140,639,3.7530000000000001e+001,-1.22E+02
225000,5.39,26,2330,371,1290,404,3.7539999999999999e+001,-1.22E+02
240000,3.94,18,3580,715,1670,661,3.7539999999999999e+001,-1.22E+02
228000,5.33,28,3050,507,1770,516,3.7539999999999999e+001,-1.22E+02
269000,4.84,28,2410,415,1110,453,3.7549999999999997e+001,-1.22E+02
275000,5.16,29,4130,744,2020,749,3.7539999999999999e+001,-1.22E+02
256000,4.92,34,2790,495,1280,468,3.7549999999999997e+001,-1.22E+02
332000,4.16,27,6100,1250,3030,1130,3.7549999999999997e+001,-1.22E+02
288000,5,32,2570,406,1130,395,3.7539999999999999e+001,-1.22E+02
299000,5.83,26,1910,371,852,357,3.7539999999999999e+001,-1.22E+02
288000,5.71,27,1890,303,889,314,3.7530000000000001e+001,-1.22E+02
222000,5.04,25,5410,939,2830,923,3.7530000000000001e+001,-1.22E+02
233000,4.53,26,3760,623,1780,613,3.7520000000000003e+001,-1.22E+02
258000,5.44,25,3330,511,1670,504,3.7509999999999998e+001,-1.22E+02
231000,5.08,23,4930,948,2530,894,3.7520000000000003e+001,-1.22E+02
197000,5.23,33,3990,764,2720,763,3.7520000000000003e+001,-1.22E+02
224000,4.41,22,5810,1130,3220,1090,3.7509999999999998e+001,-1.22E+02
224000,5.24,26,4210,741,2350,734,3.7520000000000003e+001,-1.22E+02
244000,4.75,27,5530,973,2860,960,3.7530000000000001e+001,-1.22E+02
451000,8.4,7,28300,3860,12200,3700,3.7530000000000001e+001,-1.22E+02
500000,9.72,9,4910,577,1980,591,3.7490000000000002e+001,-1.22E+02
193000,5.16,10,7440,1590,3570,1470,3.7490000000000002e+001,-1.22E+02
264000,5.38,23,4310,676,1970,623,3.7479999999999997e+001,-1.22E+02
247000,6.09,26,2020,322,1110,357,3.7469999999999999e+001,-1.22E+02
337000,6.87,13,5380,744,2760,760,3.7469999999999999e+001,-1.22E+02
285000,6.99,22,9170,1370,4320,1400,3.7549999999999997e+001,-1.22E+02
217000,4.91,26,3090,532,1600,483,3.7549999999999997e+001,-1.22E+02
292000,4.44,23,3170,532,1450,515,3.7549999999999997e+001,-1.22E+02
224000,4.95,26,2150,369,1290,377,3.7539999999999999e+001,-1.22E+02
223000,5.29,25,4210,731,2570,703,3.7539999999999999e+001,-1.22E+02
211000,5.13,23,4250,835,2360,823,3.7549999999999997e+001,-1.22E+02
219000,3.97,25,4460,922,3000,890,3.7530000000000001e+001,-1.22E+02
156000,3.17,17,407,97,307,100,3.7500000000000000e+001,-1.22E+02
248000,5.08,20,6480,1070,3530,1060,3.7539999999999999e+001,-1.22E+02
186000,4.82,35,1870,343,1210,338,3.7539999999999999e+001,-1.22E+02
178000,4.14,6,2920,672,1910,639,3.7539999999999999e+001,-1.22E+02
190000,3.74,34,2320,478,1520,467,3.7530000000000001e+001,-1.22E+02
210000,3.54,31,1240,264,719,236,3.7539999999999999e+001,-1.22E+02
208000,5.07,16,4460,856,3040,870,3.7539999999999999e+001,-1.22E+02
183000,3.26,18,1750,437,1270,404,3.7530000000000001e+001,-1.22E+02
246000,6.07,19,4570,712,2350,709,3.7530000000000001e+001,-1.22E+02
242000,5.71,21,4280,673,2220,681,3.7530000000000001e+001,-1.22E+02
182000,4.99,7,6350,1390,3220,1320,3.7509999999999998e+001,-1.22E+02
299000,5.14,4,7480,1580,2940,1510,3.7719999999999999e+001,-1.22E+02
220000,5.35,22,4640,716,2300,687,3.7719999999999999e+001,-1.22E+02
232000,5.72,25,4380,668,2040,671,3.7710000000000001e+001,-1.22E+02
221000,4.47,26,3820,637,1940,642,3.7719999999999999e+001,-1.22E+02
214000,4.91,26,2810,459,1450,444,3.7719999999999999e+001,-1.22E+02
206000,4.23,26,4820,845,2290,805,3.7710000000000001e+001,-1.22E+02
271000,5.01,15,6470,1030,2480,970,3.7710000000000001e+001,-1.22E+02
337000,7.25,6,8070,1050,3390,1060,3.7710000000000001e+001,-1.22E+02
316000,5.14,46,1280,209,512,208,3.7640000000000001e+001,-1.22E+02
500000,8.33,24,3170,424,1080,400,3.7659999999999997e+001,-1.22E+02
285000,7.32,13,3740,555,1590,559,3.7689999999999998e+001,-1.22E+02
323000,6.5,18,7400,1140,3130,1120,3.7659999999999997e+001,-1.22E+02
292000,7.22,23,1660,223,706,219,3.7680000000000000e+001,-1.22E+02
226000,4.41,3,2460,582,793,456,3.7700000000000003e+001,-1.22E+02
260000,5.93,23,2180,308,926,299,3.7689999999999998e+001,-1.22E+02
263000,6.18,20,1800,254,831,260,3.7680000000000000e+001,-1.22E+02
257000,5.82,18,3630,547,1700,520,3.7680000000000000e+001,-1.22E+02
259000,6.31,18,2880,423,1400,427,3.7689999999999998e+001,-1.22E+02
340000,6.34,12,7490,1210,3330,1140,3.7680000000000000e+001,-1.22E+02
337000,7.33,23,2230,270,854,286,3.7680000000000000e+001,-1.22E+02
334000,6.29,22,1900,239,734,245,3.7680000000000000e+001,-1.22E+02
312000,6.52,16,4070,624,1540,577,3.7670000000000002e+001,-1.22E+02
297000,6.45,25,2240,301,937,324,3.7670000000000002e+001,-1.22E+02
248000,6.06,20,2950,471,1180,474,3.7670000000000002e+001,-1.22E+02
300000,6.53,19,2030,288,852,295,3.7670000000000002e+001,-1.22E+02
332000,7.26,15,2130,273,876,285,3.7670000000000002e+001,-1.22E+02
390000,7.44,7,9540,1290,3930,1230,3.7670000000000002e+001,-1.22E+02
233000,3.11,29,2700,680,1360,642,3.7659999999999997e+001,-1.22E+02
239000,2.49,39,522,116,161,102,3.7659999999999997e+001,-1.22E+02
233000,5.07,52,775,134,315,123,3.7659999999999997e+001,-1.22E+02
231000,2.12,3,1570,464,769,461,3.7659999999999997e+001,-1.22E+02
476000,11,20,1310,184,514,172,3.7640000000000001e+001,-1.22E+02
393000,7.07,13,5520,833,2440,825,3.7570000000000000e+001,-1.22E+02
247000,5.5,10,4340,800,1810,743,3.7670000000000002e+001,-1.22E+02
229000,4.99,28,1810,294,853,278,3.7670000000000002e+001,-1.22E+02
283000,6.81,4,4720,741,1900,742,3.7680000000000000e+001,-1.22E+02
301000,5.64,14,4240,701,1830,663,3.7659999999999997e+001,-1.22E+02
293000,4.16,22,3630,664,1700,640,3.7659999999999997e+001,-1.22E+02
279000,5.75,27,1570,242,583,214,3.7659999999999997e+001,-1.22E+02
353000,5.64,13,13200,2070,4850,1950,3.7659999999999997e+001,-1.22E+02
400000,10.3,43,228,40,83,42,3.7719999999999999e+001,-1.22E+02
375000,4.35,47,127,23,51,21,3.7729999999999997e+001,-1.22E+02
314000,6.68,13,9620,1340,4390,1390,3.7700000000000003e+001,-1.22E+02
139000,3.62,4,6160,1510,2650,1240,3.7689999999999998e+001,-1.22E+02
328000,7.36,16,4290,554,1950,576,3.7649999999999999e+001,-1.22E+02
431000,5.72,26,1790,306,771,279,3.7609999999999999e+001,-1.22E+02
125000,4.21,32,404,74,144,58,3.7770000000000003e+001,-1.22E+02
450000,6.1,17,1670,352,729,252,3.7700000000000003e+001,-1.22E+02
200000,3.99,12,5610,1050,2600,1070,3.7710000000000001e+001,-1.22E+02
192000,4.86,11,12100,2220,5830,2130,3.7710000000000001e+001,-1.22E+02
419000,9.15,25,494,81,254,85,3.7740000000000002e+001,-1.22E+02
217000,4.74,22,5530,943,2470,910,3.7700000000000003e+001,-1.22E+02
